"Name","Damage1","Damage2","Damage3","Damage4","Damage5","Damage6","Damage7","Damage8","Damage9","Damage10","Damage11","Damage12","Damage13","Damage14","Damage15","Damage16","Damage17"
"549","Lilligant","1","2","0.5","0.5","0.5","2","1","2","0.5","2","1","2","1","1","1","1","1"
"550","Basculin","1","0.5","0.5","2","2","0.5","1","1","1","1","1","1","1","1","1","1","0.5"
"551","Sandile","1","1","2","0","2","2","2","0.5","1","1","0","2","0.5","0.5","1","0.5","1"
"552","Krokorok","1","1","2","0","2","2","2","0.5","1","1","0","2","0.5","0.5","1","0.5","1"
"553","Krookodile","1","1","2","0","2","2","2","0.5","1","1","0","2","0.5","0.5","1","0.5","1"
"554","Darumaka","1","0.5","2","1","0.5","0.5","1","1","2","1","1","0.5","2","1","1","1","0.5"
"555","Darmanitan","1","0.5","2","1","0.5","0.5","1","1","2","1","1","0.5","2","1","1","1","0.5"
"556","Maractus","1","2","0.5","0.5","0.5","2","1","2","0.5","2","1","2","1","1","1","1","1"
"557","Dwebble","0.5","1","2","1","1","1","1","0.5","1","1","1","1","2","1","1","1","2"
"558","Crustle","0.5","1","2","1","1","1","1","0.5","1","1","1","1","2","1","1","1","2"
"559","Scraggy","1","1","1","1","1","1","2","1","1","2","0","1","0.5","0.5","1","0.25","1"
"560","Scrafty","1","1","1","1","1","1","2","1","1","2","0","1","0.5","0.5","1","0.25","1"
"561","Sigilyph","1","1","1","2","0.5","2","0.25","1","0","1","0.5","1","2","2","1","2","1"
"562","Yamask","0","1","1","1","1","1","0","0.5","1","1","1","0.5","1","2","1","2","1"
"563","Cofagrigus","0","1","1","1","1","1","0","0.5","1","1","1","0.5","1","2","1","2","1"
"564","Tirtouga","0.5","0.25","1","2","4","0.5","2","0.5","2","0.5","1","1","1","1","1","1","1"
"565","Carracosta","0.5","0.25","1","2","4","0.5","2","0.5","2","0.5","1","1","1","1","1","1","1"
"566","Archen","0.5","0.5","2","2","1","2","1","0.5","0","0.5","1","0.5","2","1","1","1","2"
"567","Archeops","0.5","0.5","2","2","1","2","1","0.5","0","0.5","1","0.5","2","1","1","1","2"
"568","Trubbish","1","1","1","1","0.5","1","0.5","0.5","2","1","2","0.5","1","1","1","1","1"
"569","Garbodor","1","1","1","1","0.5","1","0.5","0.5","2","1","2","0.5","1","1","1","1","1"
"570","Zorua","1","1","1","1","1","1","2","1","1","1","0","2","1","0.5","1","0.5","1"
"571","Zoroark","1","1","1","1","1","1","2","1","1","1","0","2","1","0.5","1","0.5","1"
"572","Minccino","1","1","1","1","1","1","2","1","1","1","1","1","1","0","1","1","1"
"573","Cinccino","1","1","1","1","1","1","2","1","1","1","1","1","1","0","1","1","1"
"574","Gothita","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"575","Gothorita","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"576","Gothitelle","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"577","Solosis","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"578","Duosion","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"579","Reuniclus","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"580","Ducklett","1","0.5","0.5","4","1","1","0.5","1","0","1","1","0.5","2","1","1","1","0.5"
"581","Swanna","1","0.5","0.5","4","1","1","0.5","1","0","1","1","0.5","2","1","1","1","0.5"
"582","Vanillite","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"583","Vanillish","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"584","Vanilluxe","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"585","Deerling","1","2","0.5","0.5","0.5","2","2","2","0.5","2","1","2","1","0","1","1","1"
"586","Sawsbuck","1","2","0.5","0.5","0.5","2","2","2","0.5","2","1","2","1","0","1","1","1"
"587","Emolga","1","1","1","1","0.5","2","0.5","1","0","0.5","1","0.5","2","1","1","1","0.5"
"588","Karrablast","1","2","1","1","0.5","1","0.5","1","0.5","2","1","1","2","1","1","1","1"
"589","Escavalier","0.5","4","1","1","0.25","0.5","1","0","1","1","0.5","0.5","1","0.5","0.5","0.5","0.5"
"590","Foongus","1","2","0.5","0.5","0.25","2","0.5","1","1","2","2","1","1","1","1","1","1"
"591","Amoonguss","1","2","0.5","0.5","0.25","2","0.5","1","1","2","2","1","1","1","1","1","1"
"592","Frillish","0","0.5","0.5","2","2","0.5","0","0.5","1","1","1","0.5","1","2","1","2","0.5"
"593","Jellicent","0","0.5","0.5","2","2","0.5","0","0.5","1","1","1","0.5","1","2","1","2","0.5"
"594","Alomomola","1","0.5","0.5","2","2","0.5","1","1","1","1","1","1","1","1","1","1","0.5"
"595","Joltik","1","2","1","0.5","0.5","1","0.5","1","1","1","1","1","2","1","1","1","0.5"
"596","Galvantula","1","2","1","0.5","0.5","1","0.5","1","1","1","1","1","2","1","1","1","0.5"
"597","Ferroseed","0.5","4","0.5","0.5","0.25","1","2","0","1","1","0.5","1","0.5","0.5","0.5","0.5","0.5"
"598","Ferrothorn","0.5","4","0.5","0.5","0.25","1","2","0","1","1","0.5","1","0.5","0.5","0.5","0.5","0.5"
"599","Klink","0.5","2","1","1","0.5","0.5","2","0","2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"600","Klang","0.5","2","1","1","0.5","0.5","2","0","2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"601","Klinklang","0.5","2","1","1","0.5","0.5","2","0","2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"602","Tynamo","1","1","1","0.5","1","1","1","1","2","0.5","1","1","1","1","1","1","0.5"
"603","Eelektrik","1","1","1","0.5","1","1","1","1","2","0.5","1","1","1","1","1","1","0.5"
"604","Eelektross","1","1","1","0.5","1","1","1","1","2","0.5","1","1","1","1","1","1","0.5"
"605","Elgyem","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"606","Beheeyem","1","1","1","1","1","1","0.5","1","1","1","0.5","2","1","2","1","2","1"
"607","Litwick","0","0.5","2","1","0.5","0.5","0","0.5","2","1","1","0.25","2","2","1","2","0.5"
"608","Lampent","0","0.5","2","1","0.5","0.5","0","0.5","2","1","1","0.25","2","2","1","2","0.5"
"609","Chandelure","0","0.5","2","1","0.5","0.5","0","0.5","2","1","1","0.25","2","2","1","2","0.5"
"610","Axew","1","0.5","0.5","0.5","0.5","2","1","1","1","1","1","1","1","1","2","1","1"
"611","Fraxure","1","0.5","0.5","0.5","0.5","2","1","1","1","1","1","1","1","1","2","1","1"
"612","Haxorus","1","0.5","0.5","0.5","0.5","2","1","1","1","1","1","1","1","1","2","1","1"
"613","Cubchoo","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"614","Beartic","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"615","Cryogonal","1","2","1","1","1","0.5","2","1","1","1","1","1","2","1","1","1","2"
"616","Shelmet","1","2","1","1","0.5","1","0.5","1","0.5","2","1","1","2","1","1","1","1"
"617","Accelgor","1","2","1","1","0.5","1","0.5","1","0.5","2","1","1","2","1","1","1","1"
"618","Stunfisk","1","1","2","0","2","2","1","0.5","2","0.5","1","1","0.5","1","1","1","0.5"
"619","Mienfoo","1","1","1","1","1","1","1","1","1","2","2","0.5","0.5","1","1","0.5","1"
"620","Mienshao","1","1","1","1","1","1","1","1","1","2","2","0.5","0.5","1","1","0.5","1"
"621","Druddigon","1","0.5","0.5","0.5","0.5","2","1","1","1","1","1","1","1","1","2","1","1"
"622","Golett","0","1","2","0","2","2","0","0.25","1","1","1","0.5","0.5","2","1","2","1"
"623","Golurk","0","1","2","0","2","2","0","0.25","1","1","1","0.5","0.5","2","1","2","1"
"624","Pawniard","0.5","2","1","1","0.5","0.5","4","0","2","0.5","0","1","0.5","0.25","0.5","0.25","0.5"
"625","Bisharp","0.5","2","1","1","0.5","0.5","4","0","2","0.5","0","1","0.5","0.25","0.5","0.25","0.5"
"626","Bouffalant","1","1","1","1","1","1","2","1","1","1","1","1","1","0","1","1","1"
"627","Rufflet","1","1","1","2","0.5","2","1","1","0","1","1","0.5","2","0","1","1","1"
"628","Braviary","1","1","1","2","0.5","2","1","1","0","1","1","0.5","2","0","1","1","1"
"629","Vullaby","1","1","1","2","0.5","2","1","1","0","1","0","1","2","0.5","1","0.5","1"
"630","Mandibuzz","1","1","1","2","0.5","2","1","1","0","1","0","1","2","0.5","1","0.5","1"
"631","Heatmor","1","0.5","2","1","0.5","0.5","1","1","2","1","1","0.5","2","1","1","1","0.5"
"632","Durant","0.5","4","1","1","0.25","0.5","1","0","1","1","0.5","0.5","1","0.5","0.5","0.5","0.5"
"633","Deino","1","0.5","0.5","0.5","0.5","2","2","1","1","1","0","2","1","0.5","2","0.5","1"
"634","Zweilous","1","0.5","0.5","0.5","0.5","2","2","1","1","1","0","2","1","0.5","2","0.5","1"
"635","Hydreigon","1","0.5","0.5","0.5","0.5","2","2","1","1","1","0","2","1","0.5","2","0.5","1"
"636","Larvesta","1","1","2","1","0.25","0.5","0.5","1","1","2","1","0.5","4","1","1","1","0.5"
"637","Volcarona","1","1","2","1","0.25","0.5","0.5","1","1","2","1","0.5","4","1","1","1","0.5"
"638","Cobalion","0.5","2","1","1","0.5","0.5","2","0","2","1","1","0.25","0.25","0.5","0.5","0.25","0.5"
"639","Terrakion","0.5","0.5","2","1","2","1","2","0.5","2","1","2","0.5","0.5","1","1","0.5","2"
"640","Virizion","1","2","0.5","0.5","0.5","2","1","2","0.5","4","2","1","0.5","1","1","0.5","1"
"641","Tornadus","1","1","1","2","0.5","2","0.5","1","0","1","1","0.5","2","1","1","1","1"
"642","Thundurus","1","1","1","1","0.5","2","0.5","1","0","0.5","1","0.5","2","1","1","1","0.5"
"643","Reshiram","1","0.25","1","0.5","0.25","1","1","1","2","1","1","0.5","2","1","2","1","0.5"
"644","Zekrom","1","0.5","0.5","0.25","0.5","2","1","1","2","0.5","1","1","1","1","2","1","0.5"
"645","Landorus","1","1","2","0","1","4","0.5","0.5","0","1","1","0.5","1","1","1","1","1"
"646","Kyurem","1","1","0.5","0.5","0.5","1","2","1","1","1","1","1","2","1","2","1","2"
"647","Keldeo","1","0.5","0.5","2","2","0.5","1","1","1","2","2","0.5","0.5","1","1","0.5","0.5"
"648","Meloetta","1","1","1","1","1","1","1","1","1","1","0.5","2","1","0","1","2","1"
"649","Genesect","0.5","4","1","1","0.25","0.5","1","0","1","1","0.5","0.5","1","0.5","0.5","0.5","0.5"
